lat,lng
"5,255,513,503","1,322,580,616"
"5,256,091,056","1,333,321,436"
"5,248,460,068","1,343,115,172"
"5,247,389,584","1,331,783,007"
"5,250,964,191","1,339,196,012"
"5,254,911,976","1,347,604,856"
"5,255,031,033","1,339,143,965"
"5,248,668,166","1,335,763,943"
"5,253,303,395","1,319,819,687"
"5,242,512,168","133,024,551"
"5,241,440,182","1,335,030,304"
"5,255,479,786","1,338,417,318"
"5,247,009,671","1,350,270,483"
"525,968,209","1,336,053,001"
"5,253,803,281","1,352,998,839"
"5,242,180,841","1,337,259,307"
"5,245,721,334","1,330,226,885"
"5,254,806,585","1,329,671,589"
"5,253,249,437","1,338,066,213"
"5,252,702,046","1,335,158,885"
"5,246,115,329","1,347,264,494"
"5,251,381,783","1,324,680,383"
"5,253,240,497","1,335,069,439"
"5,251,509,311","1,338,149,942"
"5,251,841,804","1,359,296,027"
"5,248,152,322","1,344,063,496"
"5,252,098,829","1,345,625,893"
"525,573,166","1,337,698,001"
"5,251,849,006","1,327,817,856"
"5,242,225,815","1,357,666,942"
"5,256,880,549","134,186,537"
"5,252,630,305","1,334,082,403"
"5,255,724,691","1,333,412,993"
"5,256,843,976","1,335,080,935"
"5,252,364,536","134,019,915"
"5,252,373,193","1,358,328,113"
"5,253,665,953","1,341,842,277"
"5,259,554,936","1,333,627,696"
"5,249,521,875","1,338,408,398"
"5,249,424,853","1,334,570,532"
"5,255,529,761","1,357,459,431"
"5,255,681,625","1,336,387,724"
"5,253,803,842","1,332,623,697"
"5,248,341,059","1,338,059,476"
"5,251,050,792","1,326,175,953"
"5,254,793,771","1,318,291,028"
"5,244,330,574","1,331,558,307"
"5,250,823,998","134,037,139"
"5,253,569,237","1,319,429,344"
"5,254,107,529","1,340,061,328"
"5,246,179,723","1,332,430,681"
"5,250,521,482","1,335,159,799"
"5,250,826,935","1,347,224,289"
"5,251,098,784","1,341,646,091"
"5,245,233,594","1,335,533,803"
"5,245,243,946","1,353,464,084"
"5,254,634,556","1,335,894,465"
"5,245,625,263","1,332,237,021"
"5,242,942,265","1,345,349,107"
"5,254,569,884","1,319,454,104"
"5,255,433,414","1,340,667,483"
"5,250,433,162","1,340,830,631"
"5,243,347,564","1,332,177,882"
"5,253,675,692","133,535,667"
"5,245,361,618","1,312,546,826"
"5,259,234,772","1,335,399,433"
"5,255,235,831","1,338,168,604"
"525,674,797","1,335,108,515"
"5,252,545,703","1,313,734,726"
"5,249,692,243","1,335,580,024"
"5,253,313,198","131,572,011"
"525,281,482","1,342,507,767"
"525,673,496","1,357,964,629"
"5,243,602,429","1,338,215,284"
"5,259,088,742","1,328,250,015"
"5,249,664,695","134,861,008"
"5,252,189,405","1,316,248,451"
"5,253,292,604","1,332,825,336"
"5,246,636,423","1,332,978,622"
"5,253,430,259","1,318,784,882"
"5,250,128,991","1,331,683,989"
"5,253,826,009","1,339,598,543"
"5,248,554,722","1,340,559,029"
"5,252,381,837","1,343,259,573"
"5,256,456,166","1,332,816,514"
"5,249,308,586","1,342,127,491"
"5,248,345,923","1,343,637,251"
"5,253,315,575","1,347,670,696"
"525,554,894","1,333,677,877"
"5,253,420,445","1,329,410,394"
"5,250,986,843","1,342,122,764"
"5,254,751,179","1,318,476,197"
"5,250,971,262","1,350,342,264"
"5,255,615,955","1,338,265,749"
"5,243,048,991","1,331,491,702"
"525,371,906","1,344,954,936"
"5,244,103,731","1,358,170,469"
"5,250,136,598","1,348,734,506"
"5,255,373,507","1,335,870,252"
"5,254,328,567","1,320,648,957"
"5,250,889,675","134,603,846"
"525,749,532","1,338,023,233"
"5,253,157,929","1,351,918,423"
"524,966,704","1,344,044,866"
"5,245,680,071","1,357,783,394"
"5,254,679,393","1,344,225,232"
"5,244,255,516","1,358,226,378"
"5,260,453,689","1,331,231,014"
"52,492,472","1,340,197,659"
"5,243,141,756","1,353,407,828"
"5,259,733,433","133,391,524"
"5,250,648,211","1,351,952,676"
"5,255,858,678","1,333,780,641"
"524,668,176","1,334,780,692"
"5,256,666,028","1,346,417,028"
"5,252,327,792","1,330,700,856"
"5,254,925,586","1,358,703,309"
"5,239,376,273","1,340,639,647"
"5,255,610,619","1,337,944,605"
"5,252,191,317","1,341,714,373"
"5,250,779,892","133,142,922"
"5,252,631,312","1,334,549,035"
"5,251,919,899","1,342,845,664"
"5,243,133,264","1,330,981,664"
"5,254,842,579","1,326,241,737"
"5,259,163,818","133,940,032"
"5,256,854,309","1,352,084,779"
"5,255,011,119","1,338,883,497"
"5,252,360,471","1,358,701,779"
"5,246,043,587","1,327,487,853"
"5,248,135,183","1,342,959,607"
"5,259,110,471","1,341,969,604"
"5,253,486,787","1,319,900,173"
"5,245,940,996","134,158,648"
"5,256,829,016","134,989,711"
"5,255,527,181","1,338,995,614"
"5,253,496,789","1,362,322,031"
"5,254,789,185","1,330,223,816"
"5,253,908,174","1,339,902,001"
"5,250,315,602","1,330,056,107"
"5,240,172,462","1,364,888,233"
"5,240,318,809","1,353,945,031"
"5,252,893,898","1,339,547,438"
"5,247,642,556","1,331,378,039"
"5,251,776,014","1,337,689,139"
"5,253,445,739","1,319,960,463"
"5,248,226,185","1,338,063,723"
"5,254,515,399","1,320,387,243"
"5,252,574,526","135,215,949"
"5,252,370,593","1,338,656,389"
"5,255,292,715","1,318,049,088"
"5,251,866,735","1,328,333,287"
"5,253,512,985","1,340,898,608"
"5,249,721,121","1,335,452,865"
"5,251,060,047","1,329,737,556"
"525,886,721","1,332,495,477"
"5,243,059,086","1,326,652,813"
"5,252,881,493","134,094,782"
"5,245,264,855","1,343,574,555"
"5,253,282,077","1,319,816,983"
"5,247,412,765","1,344,934,237"
"5,252,808,698","1,364,083,154"
"5,248,036,449","1,342,141,541"
"5,251,443,639","1,340,525,831"
"5,245,451,395","1,329,200,511"
"5,255,223,968","1,338,151,893"
"5,254,286,198","1,334,841,483"
"5,255,157","1,318,554,196"
"5,248,846,141","1,330,255,371"
"5,245,450,146","1,331,910,985"
"5,251,032,466","1,332,988,972"
"5,251,324,344","1,333,024,391"
"5,257,565,899","1,332,740,138"
"5,242,994,806","1,327,854,121"
"5,254,633,364","1,346,779,069"
"5,257,573,195","1,328,506,416"
"5,250,008,068","1,336,155,827"
"5,240,603,115","1,352,447,222"
"5,238,690,776","1,340,085,093"
"5,253,445,885","1,320,162,753"
"5,253,819,143","1,345,095,422"
"5,251,311,761","1,357,440,999"
"5,248,638,491","1,332,034,547"
"5,247,112,885","1,334,394,332"
"5,250,179,348","1,340,910,342"
"5,255,383,427","1,341,506,086"
"5,253,458,443","1,354,141,523"
"5,242,586,787","1,322,909,101"
"5,250,547,089","1,333,171,559"
"5,243,191,556","1,327,776,985"
"5,251,683,879","1,344,055,239"
"525,185,203","1,341,968,493"
"5,255,772,243","133,769,668"
"5,248,684,089","1,342,295,865"
"5,253,824,111","1,339,603,266"
"5,254,497,586","1,359,176,221"
"5,246,618,849","1,337,836,314"
"5,255,794,221","135,486,519"
"5,253,942,847","1,323,259,903"
"5,247,793,213","1,344,756,486"
"5,242,793,218","1,332,596,088"
"5,255,345,452","1,319,900,579"
"5,248,205,059","1,343,372,691"
"5,262,136,015","1,348,548,027"
"5,253,491,083","1,336,967,575"
"5,246,571,415","1,339,170,641"
"5,251,995,172","1,338,832,085"
"524,265,516","1,331,935,109"
"5,243,659,251","1,336,265,897"
"524,157,517","1,349,620,299"
"5,255,028,939","1,339,116,386"
"5,251,662,243","1,342,382,724"
"5,248,898,078","1,330,800,605"
"5,252,877,791","1,351,930,631"
"5,253,073,876","1,346,549,424"
"5,250,346,903","1,332,936,923"
"524,183,584","1,332,747,132"
"5,242,540,688","1,358,621,993"
"5,240,277,595","1,350,912,465"
"5,256,205,354","13,326,485"
"5,251,123,438","1,335,085,803"
"5,251,662,691","1,338,070,528"
"5,250,106,998","1,333,092,654"
"52,586,953","132,952,539"
"5,252,038,926","1,346,957,162"
"5,241,224,032","1,329,919,075"
"5,251,634,359","1,345,704,827"
"5,244,433,931","1,357,441,949"
"5,241,642,267","1,358,009,862"
"524,673,739","1,342,118,011"
"5,259,720,324","1,329,586,315"
"5,248,399,318","1,339,396,975"
"5,253,849,861","1,320,870,562"
"5,245,965,892","1,336,800,821"
"525,342,278","1,356,617,361"
"5,249,261,987","131,802,995"
"524,843,298","1,332,030,756"
"5,257,252,736","1,339,244"
"5,242,118,825","1,329,994,739"
"5,250,347,222","1,343,005,877"
"5,252,260,864","134,097,017"
"5,243,560,137","1,354,089,381"
"5,246,028,022","1,337,661,482"
"5,243,025,279","13,571,845"
"5,257,186,148","1,342,955,282"
"5,245,885,405","1,352,566,811"
"5,251,598,153","1,319,737,422"
"5,253,465,876","1,336,996,568"
"5,245,365,481","1,351,010,202"
"5,254,494,706","1,334,949,466"
"5,250,008,567","1,344,384,546"
"5,251,456,905","1,332,218,932"
"5,252,474,836","1,340,318,955"
"5,250,856,863","1,337,326,068"
"525,565,338","1,334,316,556"
"5,254,550,672","1,337,057,085"
"5,256,020,675","1,357,504,806"
"5,258,387,487","1,330,960,036"
"5,252,309,156","1,342,917,116"
"5,248,642,973","1,345,200,695"
"5,254,482,503","1,359,158,109"
"5,255,416,487","1,335,857,368"
"5,251,471,203","1,343,532,705"
"5,253,237,996","1,339,904,874"
"5,255,154,162","1,320,961,566"
"5,249,646,117","1,342,007,376"
"5,250,590,173","1,348,044,224"
"5,241,872,177","1,354,658,961"
"5,264,861,734","1,348,521,553"
"5,256,549,173","1,332,199,917"
"5,252,705,235","1,339,817,002"
"5,249,614,997","1,339,498,797"
"5,252,727,814","133,303,259"
"5,251,112,858","1,337,121,575"
"5,245,724,106","1,330,229,768"
"5,242,327,908","133,743,894"
"5,253,598,641","133,498,684"
"5,253,476,816","1,341,632,159"
"5,253,756,992","1,322,654,265"
"5,242,834,256","1,332,742,995"
"5,248,875,141","1,330,834,532"
"5,252,667,724","1,347,957,946"
"5,244,824,917","1,329,400,801"
"5,245,442,049","1,331,866,902"
"5,244,837,426","1,355,914,642"
"5,243,598,944","135,428,179"
"5,249,011,384","1,360,705,006"
"5,241,656,171","1,331,568,466"
"5,249,574,194","1,341,826,684"
"5,251,484,718","1,339,058,686"
"5,257,362,826","1,335,180,821"
"5,243,102,984","1,322,982,575"
"5,247,248,736","1,338,458,439"
"5,251,353,179","1,342,438,646"
"5,249,840,118","1,339,830,882"
"5,245,711,647","1,343,672,645"
"5,254,730,308","1,317,736,162"
"52,558,766","1,331,176,939"
"5,251,255,151","13,242,435"
"5,248,287,124","1,343,794,513"
"5,255,143,275","1,338,347,617"
"5,244,887,108","1,335,597,741"
"5,260,105,559","1,330,427,867"
"5,255,509,281","1,351,242,569"
"5,250,418,125","1,338,283,137"
"524,697,683","1,343,000,879"
"523,970,078","1,339,587,788"
"5,253,259,532","132,075,691"
"5,245,181,122","1,347,874,948"
"5,261,772,651","1,330,235,065"
"5,250,544,537","1,331,742,125"
"5,254,800,264","1,329,731,627"
"5,251,047,907","1,361,271,831"
"5,255,363,858","1,337,725,714"
"5,246,624,791","1,333,869,228"
"5,242,805,957","1,332,505,788"
"5,255,570,389","1,320,756,891"
"5,246,712,283","133,853,906"
"5,257,818,881","1,329,794,475"
"5,253,053,264","1,341,901,192"
"5,246,493,662","1,339,861,994"
"5,250,424,352","1,333,371,932"
"5,249,996,881","1,327,344,992"
"52,535,184","1,351,427,163"
"5,241,926,765","1,326,481,146"
"5,251,068,661","1,346,373,072"
"5,247,042,042","1,337,060,939"
"5,255,118,807","1,337,723,259"
"5,253,013,849","1,338,358,985"
"5,249,132,395","1,339,642,275"
"5,254,644,525","1,350,570,761"
"5,258,936,114","133,180,961"
"5,250,764,849","1,341,474,699"
"5,257,600,679","1,329,400,554"
"5,254,878,281","1,350,564,836"
"5,247,769,015","1,343,998,737"
"5,253,287,417","1,341,711,296"
"5,250,998,421","1,318,082,878"
"5,250,159,778","1,349,334,284"
"5,247,788,289","1,344,800,532"
"5,243,037,328","1,345,585,054"
"5,250,973,892","1,351,914,709"
"5,252,014,868","1,338,528,932"
"5,254,655,273","1,335,906,251"
"5,247,014,968","134,324,246"
"5,249,607,774","1,334,628,313"
"5,245,916,079","1,362,597,572"
"5,253,350,142","1,338,745,344"
"5,250,866,037","1,347,259,981"
"5,249,931,519","13,340,801"
"5,251,510,609","1,334,893,186"
"5,259,513,228","1,328,592,983"
"5,242,889,421","1,353,253,629"
"5,252,588,453","1,331,599,219"
"5,250,858,393","1,341,305,236"
"5,250,321,002","1,330,073,375"
"5,246,872,474","1,351,436,245"
"5,251,249,379","1,345,232,676"
"5,243,632,537","1,326,110,303"
"5,247,340,507","1,331,443,214"
"5,253,686,995","132,932,244"
"5,252,641,805","1,334,331,093"
"5,256,389,391","133,404,565"
"5,251,581,084","1,345,327,344"
"5,249,878,934","1,332,693,229"
"5,246,969,115","1,355,322,526"
"5,253,653,211","1,360,518,377"
"5,260,001,443","1,334,128,582"
"5,249,928,979","1,342,681,458"
"5,251,413,653","135,910,495"
"5,243,124,315","1,330,957,101"
"5,242,772,768","1,332,637,385"
"5,250,865,342","1,329,612,754"
"5,251,441,121","1,349,395,047"
"5,249,288,181","1,333,306,479"
"5,248,387,914","1,339,721,504"
"5,249,316,082","1,333,130,044"
"5,248,990,757","1,335,309,714"
"5,250,427,249","1,340,784,989"
"5,258,706,692","1,333,485,298"
"524,768,698","1,328,118,044"
"5,246,483,316","1,347,274,032"
"5,249,718,296","1,335,453,629"
"5,251,891,763","1,328,850,749"
"5,244,550,501","1,357,552,638"
"5,249,969,897","1,331,953,099"
"5,250,779,465","1,339,210,135"
"5,245,645,139","1,344,216,991"
"5,244,375,054","1,328,896,465"
"5,247,280,317","1,345,239,681"
"5,265,584,592","1,329,028,564"
"5,252,148,094","131,652,329"
"5,246,114,939","1,347,263,898"
"5,254,898,951","1,335,626,805"
"525,507,771","1,351,189,127"
"5,248,674,198","1,342,318,123"
"5,245,622,631","1,355,077,033"
"5,250,393,875","1,345,755,197"
"5,245,518,697","1,341,670,876"
"5,259,624,131","1,343,274,978"
"5,241,823,199","1,341,687,705"
"5,253,391,344","1,329,367,435"
"5,246,080,962","1,348,138,146"
"5,246,766,249","1,334,004,641"
"5,256,587,168","1,332,077,477"
"5,255,173,775","1,339,159,082"
"5,257,087,055","13,437,668"
"5,258,164,566","1,333,519,173"
"5,254,844,754","1,359,272,914"
"5,256,097,145","1,332,457,347"
"5,252,177,821","1,343,549,303"
"5,258,517,742","1,339,022,253"
"5,248,636,552","1,342,970,068"
"5,246,665,636","1,348,188,632"
"5,243,606,043","1,343,518,647"
"5,246,515,994","1,339,801,757"
"5,252,742,051","1,335,482,036"
"5,244,112,325","1,335,273,929"
"5,257,972,658","133,972,856"
"5,253,002,639","1,334,534,706"
"5,252,262,449","1,358,740,363"
"5,246,533,206","1,337,006,083"
"5,249,249,125","1,329,618,309"
"5,254,793,274","1,320,979,917"
"5,254,647,723","1,346,787,706"
"5,246,442,287","1,341,346,209"
"5,250,524,061","1,351,317,761"
"5,254,285,381","1,319,849,137"
"5,243,521,638","1,353,746,245"
"5,241,236,077","1,329,929,766"
"5,249,033,399","1,331,428,247"
"5,244,061,838","1,356,770,712"
"5,252,453,981","1,332,989,113"
"5,247,762,135","1,347,880,373"
"5,249,443,961","1,336,091,848"
"5,242,647,716","1,354,672,885"
"524,180,801","1,350,180,403"
"5,242,725,425","1,330,302,488"
"5,251,454,916","1,339,114,199"
"5,256,476,865","1,350,862,698"
"5,245,258,487","1,333,842,816"
"5,252,884,681","1,340,957,161"
"5,245,764,913","1,329,857,707"
"524,820,586","1,328,992,792"
"5,247,713,538","1,351,935,885"
"524,721,202","1,331,411,359"
"5,249,790,241","1,335,251,798"
"5,246,253,889","1,347,663,288"
"5,251,313,237","1,333,027,211"
"5,244,440,102","1,329,513,047"
"5,246,493,122","1,334,448,689"
"5,242,864,275","1,359,467,099"
"5,249,596,341","1,338,937,697"
"5,250,968,728","1,341,543,359"
"5,253,700,167","1,344,974,324"
"525,908,717","1,330,279,717"
"5,251,018,936","1,347,786,412"
"52,403,946","134,043,081"
"5,245,924,201","1,357,985,373"
"5,256,088,498","1,357,590,431"
"5,244,589,248","1,331,548,524"
"52,459,236","1,357,985,063"
"5,257,872,739","1,330,927,614"
"5,256,755,109","1,339,813,671"
"5,248,258,001","1,360,136,279"
"525,058,593","1,351,965,164"
"5,242,701,371","1,329,444,007"
"524,428,048","1,343,416,736"
"5,257,736,993","1,333,262,676"
"5,242,667,041","1,339,422,345"
"5,254,905,891","131,934,463"
"5,253,408,772","1,340,491,439"
"5,254,244,071","1,339,286,081"
"5,246,498,199","1,332,363,504"
"5,250,404,303","1,333,276,338"
"5,249,120,677","1,339,434,303"
"5,252,261,416","1,337,974,976"
"5,243,569,101","1,327,390,024"
"5,254,734,416","133,424,787"
"5,248,800,935","1,331,784,132"
"5,251,621,366","1,347,975,866"
"5,248,662,087","1,332,254,572"
"5,261,340,642","1,348,404,804"
"5,249,691,264","1,334,622,937"
"5,248,964,423","1,337,928,278"
"5,248,978,784","1,338,902,943"
"5,251,549,145","1,344,013,503"
"5,252,744,117","1,355,754,883"
"5,255,850,703","133,862,103"
"5,243,329,309","1,334,054,375"
"5,252,595,087","1,335,770,343"
"5,251,892,671","133,399,292"
"5,249,924,601","1,333,272,375"
"5,255,803,189","1,335,069,274"
"524,670,776","1,333,767,273"
"5,253,841,232","136,007,886"
"5,253,417,948","1,349,173,592"
"5,252,585,541","136,393,231"
"5,255,771,837","1,343,255,313"
"524,620,702","1,337,685,555"
"5,254,243,405","1,360,343,529"
"5,252,825,262","1,359,899,829"
"5,255,687,855","1,352,806,849"
"525,185,124","1,328,330,744"
"5,254,624,533","1,319,193,419"
"5,254,247,391","1,339,885,781"
"5,255,710,505","133,653,438"
"5,259,692,238","1,336,067,023"
"5,244,655,803","1,362,218,267"
"5,252,383,491","1,341,679,552"
"5,244,736,527","1,334,158,073"
"5,258,302,376","1,322,632,176"
"5,247,455,955","1,345,459,483"
"5,248,040,159","1,344,258,075"
"5,254,768,283","1,341,315,591"
"5,257,028,005","1,355,596,081"
"5,253,510,386","1,329,850,485"
"5,250,959,497","134,649,341"
"5,248,743,613","1,342,669,492"
"5,241,426,285","1,331,231,889"
"5,249,214,567","1,352,708,647"
"5,246,718,252","1,331,392,035"
"5,252,929,441","1,345,904,596"
"5,242,790,855","1,357,288,133"
"5,246,185,771","1,359,232,889"
"5,255,074,534","1,338,479,407"
"5,253,275,557","131,476,825"
"5,248,499,872","1,338,208,041"
"5,250,615,338","1,341,961,536"
"5,254,754,977","1,359,258,545"
"5,246,929,333","1,333,306,642"
"5,245,769,177","1,337,595,863"
"5,259,557,157","133,337,088"
"5,246,360,396","1,331,857,699"
"5,255,031,593","1,338,533,092"
"5,250,623,803","1,331,607,743"
"5,254,857,861","1,316,022,606"
"5,252,088,162","1,327,986,912"
"5,250,952,456","1,352,339,093"
"525,461,404","1,319,155,902"
"5,255,362,816","1,341,399,953"
"5,254,650,541","1,350,582,435"
"525,157,232","134,266,977"
"5,243,446,929","1,334,256,796"
"5,247,515,514","1,359,987,684"
"5,251,009,263","1,337,643,947"
"525,287,008","1,345,737,199"
"5,254,962,354","1,338,620,355"
"5,264,380,711","1,349,551,879"
"5,253,439,955","1,355,701,205"
"5,253,310,086","1,347,625,163"
"5,254,585,171","1,339,461,445"
"5,252,956,532","1,339,995,388"
"5,255,711,049","1,336,540,567"
"5,247,522,627","1,348,623,552"
"5,258,228,444","1,341,159,065"
"5,252,729,371","1,312,869,533"
"524,092,807","1,337,092,637"
"5,254,177,811","132,053,531"
"5,256,544,439","1,332,831,681"
"5,250,021,352","1,330,833,082"
"5,253,954,104","1,344,370,802"
"5,246,318,898","1,343,427,703"
